Customer ID,Product ID,Purchase Amount,Purchase Date,Category
C119,P5,128.25,2023-05-08,Sports
C269,P27,277.07,2023-12-28,Electronics
C76,P20,148.55,2023-02-15,Clothing
C186,P24,479.04,2023-10-01,Clothing
C227,P18,491.89,2023-08-06,Home & Garden
C262,P20,256.98,2023-12-05,Clothing
C269,P39,238.93,2023-08-18,Beauty
C384,P39,416.35,2023-06-30,Beauty
C463,P18,490.31,2023-05-27,Home & Garden
C211,P19,132.87,2023-09-25,Clothing
C324,P50,341.56,2023-01-26,Home & Garden
C276,P32,367.91,2023-05-08,Clothing
C358,P16,441.21,2023-10-12,Clothing
C76,P18,117.99,2023-12-17,Home & Garden
C370,P31,229.83,2023-04-10,Beauty
C328,P4,22.3,2023-09-11,Electronics
C355,P48,235.88,2023-10-09,Home & Garden
C209,P17,193.13,2023-11-28,Home & Garden
C358,P49,86.08,2023-09-18,Sports
C332,P30,204.85,2023-10-17,Clothing
C77,P36,238.5,2023-06-28,Beauty
C490,P30,62.57,2023-06-29,Clothing
C333,P6,17.76,2023-07-16,Home & Garden
C239,P18,491.7,2023-09-30,Home & Garden
C241,P18,382.81,2023-12-08,Home & Garden
C44,P40,173.77,2023-11-06,Beauty
C81,P3,376.31,2023-12-11,Electronics
C257,P15,212.96,2023-02-22,Electronics
C326,P23,42.61,2023-09-25,Home & Garden
C37,P49,388.94,2023-05-22,Sports
C244,P42,90.71,2023-09-18,Clothing
C6,P21,417.73,2023-11-20,Beauty
C228,P48,405.46,2023-10-31,Home & Garden
C243,P26,92.95,2023-08-08,Beauty
C305,P22,253.46,2023-05-19,Electronics
C381,P47,266.81,2023-04-18,Sports
C148,P50,360.49,2023-10-19,Home & Garden
C260,P33,146.73,2023-12-13,Home & Garden
C47,P41,99.34,2023-05-21,Beauty
C200,P41,195.5,2023-07-02,Beauty
C332,P7,87.79,2023-01-27,Electronics
C279,P34,340.11,2023-05-28,Clothing
C431,P22,263.58,2023-03-02,Electronics
C326,P5,427.06,2023-12-10,Sports
C145,P12,330.21,2023-09-29,Home & Garden
C343,P40,298.75,2023-03-29,Beauty
C142,P35,462.39,2023-09-29,Home & Garden
C43,P48,413.14,2023-07-10,Home & Garden
C210,P47,140.8,2023-09-04,Sports
C218,P40,180.8,2023-03-08,Beauty
C190,P10,15.84,2023-11-19,Electronics
C308,P39,476.48,2023-12-25,Beauty
C500,P6,328.56,2023-07-24,Home & Garden
C27,P24,95.71,2023-12-13,Clothing
C226,P21,235.48,2023-12-21,Beauty
C256,P8,379.46,2023-04-23,Home & Garden
C346,P16,224.32,2023-01-22,Clothing
C426,P40,104.47,2023-03-02,Beauty
C461,P43,182.53,2023-10-22,Beauty
C492,P27,166.91,2023-08-13,Electronics
C142,P31,144.84,2023-06-18,Beauty
C401,P1,430.83,2023-11-11,Home & Garden
C332,P26,457.01,2023-10-04,Beauty
C25,P29,302.78,2023-12-30,Electronics
C402,P38,147.99,2023-10-22,Sports
C378,P48,91.56,2023-01-05,Home & Garden
C274,P32,312.77,2023-05-14,Clothing
C406,P50,52.85,2023-07-26,Home & Garden
C215,P31,244.73,2023-09-05,Beauty
C425,P7,315.83,2023-02-11,Electronics
C420,P47,409.9,2023-11-14,Sports
C342,P13,326.85,2023-09-18,Sports
C217,P32,264.36,2023-08-25,Clothing
C140,P48,232.98,2023-08-27,Home & Garden
C216,P29,146.05,2023-01-22,Electronics
C12,P4,109.38,2023-10-20,Electronics
C289,P14,384.68,2023-06-19,Sports
C360,P34,306.15,2023-02-20,Clothing
C158,P24,363.09,2023-03-03,Clothing
C95,P13,346.98,2023-02-23,Sports
C341,P45,431.18,2023-11-09,Home & Garden
C368,P38,156.12,2023-10-27,Sports
C34,P50,251.78,2023-04-04,Home & Garden
C281,P36,408.03,2023-05-06,Beauty
C242,P4,150.47,2023-09-14,Electronics
C271,P7,240.69,2023-06-26,Electronics
C259,P25,128.15,2023-04-12,Sports
C435,P32,181.54,2023-04-30,Clothing
C224,P48,312.13,2023-06-09,Home & Garden
C99,P5,221.3,2023-01-09,Sports
C193,P27,357.64,2023-01-31,Electronics
C316,P40,255.5,2023-03-15,Beauty
C364,P16,382.57,2023-07-07,Clothing
C193,P41,50.16,2023-04-16,Beauty
C417,P33,71.82,2023-07-01,Home & Garden
C2,P10,313.76,2023-01-14,Electronics
C441,P34,94.76,2023-06-28,Clothing
C199,P12,72.07,2023-12-04,Home & Garden
C102,P17,248.9,2023-07-17,Home & Garden
C345,P40,160.36,2023-08-16,Beauty
C339,P9,180.26,2023-05-19,Sports
C127,P15,474.36,2023-07-28,Electronics
C279,P24,210.39,2023-09-04,Clothing
C466,P28,142.44,2023-04-17,Sports
C479,P26,248.34,2023-08-29,Beauty
C429,P42,288.51,2023-07-24,Clothing
C422,P30,350.06,2023-02-19,Clothing
C251,P43,420.11,2023-08-13,Beauty
C24,P50,168.87,2023-05-06,Home & Garden
C155,P34,316.49,2023-07-24,Clothing
C315,P24,494.27,2023-12-10,Clothing
C227,P8,315.83,2023-12-29,Home & Garden
C459,P21,412.42,2023-03-16,Beauty
C339,P3,181.25,2023-11-07,Electronics
C374,P31,468.79,2023-09-22,Beauty
C484,P3,480.73,2023-01-31,Electronics
C383,P1,285.87,2023-12-03,Home & Garden
C22,P36,205.41,2023-01-13,Beauty
C83,P3,497.32,2023-01-10,Electronics
C401,P14,315.95,2023-12-19,Sports
C189,P25,410.06,2023-12-29,Sports
C386,P40,136.32,2023-04-09,Beauty
C241,P34,348.16,2023-03-23,Clothing
C187,P28,458.0,2023-09-01,Sports
C17,P40,302.98,2023-03-28,Beauty
C385,P39,206.63,2023-06-09,Beauty
C286,P28,487.04,2023-09-25,Sports
C426,P14,331.45,2023-03-20,Sports
C221,P21,297.84,2023-06-20,Beauty
C32,P19,130.33,2023-04-19,Clothing
C225,P23,54.19,2023-10-28,Home & Garden
C65,P11,60.35,2023-12-10,Electronics
C28,P6,169.36,2023-09-08,Home & Garden
C335,P42,228.4,2023-04-20,Clothing
C274,P28,378.53,2023-02-28,Sports
C418,P6,347.12,2023-11-12,Home & Garden
C361,P19,69.11,2023-07-27,Clothing
C223,P13,12.34,2023-08-27,Sports
C155,P12,347.11,2023-08-06,Home & Garden
C14,P46,330.73,2023-05-02,Clothing
C438,P23,497.2,2023-08-04,Home & Garden
C489,P11,357.23,2023-03-27,Electronics
C342,P33,180.77,2023-02-14,Home & Garden
C341,P2,88.96,2023-03-11,Sports
C238,P28,215.4,2023-01-05,Sports
C303,P12,262.76,2023-01-11,Home & Garden
C171,P34,111.66,2023-01-21,Clothing
C226,P19,425.07,2023-03-27,Clothing
C314,P21,147.16,2023-06-29,Beauty
C499,P49,302.31,2023-02-24,Sports
C73,P9,178.28,2023-05-22,Sports
C106,P38,27.55,2023-03-26,Sports
C276,P16,297.53,2023-03-29,Clothing
C383,P39,151.48,2023-04-20,Beauty
C446,P23,274.28,2023-07-07,Home & Garden
C406,P30,133.6,2023-10-15,Clothing
C278,P3,212.17,2023-12-02,Electronics
C467,P22,328.82,2023-08-26,Electronics
C391,P30,243.83,2023-05-06,Clothing
C22,P17,26.72,2023-01-05,Home & Garden
C157,P43,425.19,2023-05-14,Beauty
C325,P16,170.3,2023-06-21,Clothing
C257,P31,406.51,2023-04-02,Beauty
C196,P32,498.6,2023-01-06,Clothing
C324,P42,79.58,2023-12-19,Clothing
C348,P33,82.54,2023-05-15,Home & Garden
C318,P6,185.06,2023-01-31,Home & Garden
C375,P25,62.09,2023-03-30,Sports
C300,P22,353.62,2023-01-30,Electronics
C221,P39,191.95,2023-12-23,Beauty
C256,P2,259.26,2023-05-24,Sports
C391,P26,351.27,2023-08-01,Beauty
C376,P26,470.06,2023-05-05,Beauty
C170,P26,315.25,2023-07-01,Beauty
C385,P50,230.99,2023-08-25,Home & Garden
C388,P39,164.82,2023-11-29,Beauty
C483,P41,446.06,2023-11-05,Beauty
C370,P9,50.62,2023-04-28,Sports
C249,P16,373.03,2023-09-07,Clothing
C49,P7,138.39,2023-09-05,Electronics
C422,P11,434.89,2023-10-30,Electronics
C200,P46,151.35,2023-09-14,Clothing
C404,P29,31.17,2023-10-17,Electronics
C323,P12,19.29,2023-10-09,Home & Garden
C1,P35,146.54,2023-04-06,Home & Garden
C107,P48,397.66,2023-11-30,Home & Garden
C432,P14,172.06,2023-01-27,Sports
C269,P46,205.98,2023-03-08,Clothing
C459,P45,411.92,2023-11-15,Home & Garden
C291,P13,251.77,2023-08-19,Sports
C376,P42,446.17,2023-03-20,Clothing
C48,P48,496.43,2023-01-04,Home & Garden
C386,P11,66.44,2023-11-21,Electronics
C420,P30,424.68,2023-11-08,Clothing
C77,P15,432.21,2023-03-23,Electronics
C260,P41,377.49,2023-05-09,Beauty
C302,P45,357.69,2023-04-08,Home & Garden
C308,P30,29.44,2023-03-17,Clothing
C100,P18,166.98,2023-11-22,Home & Garden
C386,P44,263.77,2023-09-26,Electronics
C382,P12,277.4,2023-04-05,Home & Garden
C192,P30,301.75,2023-10-07,Clothing
C1,P14,289.2,2023-11-17,Sports
C12,P46,107.82,2023-06-28,Clothing
C369,P43,62.19,2023-02-22,Beauty
C41,P11,229.11,2023-10-06,Electronics
C141,P23,45.49,2023-03-21,Home & Garden
C279,P1,261.0,2023-10-24,Home & Garden
C352,P6,368.38,2023-08-14,Home & Garden
C483,P43,154.69,2023-12-11,Beauty
C463,P12,120.09,2023-02-26,Home & Garden
C445,P16,92.03,2023-04-10,Clothing
C467,P2,339.18,2023-04-16,Sports
C124,P47,134.55,2023-10-17,Sports
C326,P23,174.0,2023-05-03,Home & Garden
C461,P37,418.42,2023-04-09,Home & Garden
C386,P8,113.68,2023-10-12,Home & Garden
C474,P17,209.51,2023-04-25,Home & Garden
C297,P34,226.6,2023-07-20,Clothing
C82,P48,278.38,2023-02-02,Home & Garden
C218,P31,405.39,2023-07-16,Beauty
C86,P13,176.11,2023-11-15,Sports
C285,P20,214.23,2023-06-04,Clothing
C413,P4,341.32,2023-12-01,Electronics
C319,P40,62.52,2023-01-12,Beauty
C21,P25,164.18,2023-04-30,Sports
C383,P41,286.71,2023-08-17,Beauty
C375,P32,24.76,2023-07-08,Clothing
C354,P47,157.01,2023-05-04,Sports
C324,P17,39.78,2023-05-17,Home & Garden
C473,P31,364.0,2023-12-02,Beauty
C59,P35,291.81,2023-04-05,Home & Garden
C258,P15,13.86,2023-08-18,Electronics
C124,P50,193.2,2023-05-28,Home & Garden
C73,P8,418.02,2023-04-25,Home & Garden
C351,P7,232.46,2023-12-21,Electronics
C272,P18,130.61,2023-04-30,Home & Garden
C418,P26,455.74,2023-10-08,Beauty
C344,P12,145.16,2023-03-13,Home & Garden
C344,P27,148.49,2023-09-26,Electronics
C458,P30,311.23,2023-11-01,Clothing
C371,P49,164.5,2023-08-21,Sports
C347,P6,88.29,2023-12-12,Home & Garden
C378,P35,440.18,2023-01-16,Home & Garden
C457,P2,177.0,2023-11-28,Sports
C31,P19,432.76,2023-09-13,Clothing
C132,P18,391.13,2023-12-08,Home & Garden
C374,P49,193.62,2023-12-21,Sports
C372,P23,359.92,2023-04-04,Home & Garden
C306,P37,452.21,2023-10-24,Home & Garden
C403,P41,290.2,2023-05-05,Beauty
C54,P8,126.77,2023-04-24,Home & Garden
C162,P22,20.18,2023-12-06,Electronics
C300,P28,446.45,2023-07-12,Sports
C253,P30,242.35,2023-11-16,Clothing
C259,P26,59.27,2023-06-04,Beauty
C314,P46,212.7,2023-09-20,Clothing
C137,P34,245.42,2023-06-28,Clothing
C310,P2,74.74,2023-01-05,Sports
C205,P22,125.28,2023-05-19,Electronics
C470,P29,143.7,2023-12-08,Electronics
C310,P13,80.29,2023-06-25,Sports
C471,P23,341.19,2023-02-01,Home & Garden
C287,P4,454.42,2023-06-30,Electronics
C205,P9,439.29,2023-04-20,Sports
C174,P4,441.86,2023-12-09,Electronics
C444,P7,218.02,2023-04-23,Electronics
C178,P10,26.36,2023-11-23,Electronics
C371,P48,109.42,2023-07-16,Home & Garden
C197,P30,49.19,2023-10-13,Clothing
C41,P29,347.52,2023-11-27,Electronics
C380,P14,221.74,2023-01-30,Sports
C44,P34,369.4,2023-09-15,Clothing
C370,P16,126.35,2023-12-12,Clothing
C36,P42,30.42,2023-10-16,Clothing
C7,P27,26.42,2023-09-28,Electronics
C225,P43,305.49,2023-11-01,Beauty
C221,P26,218.5,2023-04-14,Beauty
C66,P1,416.27,2023-06-17,Home & Garden
C286,P27,311.6,2023-10-31,Electronics
C280,P6,296.71,2023-11-29,Home & Garden
C139,P34,136.3,2023-12-26,Clothing
C149,P20,439.72,2023-08-04,Clothing
C265,P36,239.05,2023-03-12,Beauty
C221,P15,277.53,2023-12-18,Electronics
C484,P35,228.1,2023-12-04,Home & Garden
C128,P18,259.2,2023-04-23,Home & Garden
C58,P27,386.36,2023-10-14,Electronics
C364,P11,79.38,2023-07-16,Electronics
C306,P46,461.75,2023-05-03,Clothing
C216,P25,262.12,2023-06-09,Sports
C321,P20,151.74,2023-07-10,Clothing
C415,P18,407.01,2023-05-09,Home & Garden
C74,P44,428.31,2023-09-29,Electronics
C340,P8,203.73,2023-05-15,Home & Garden
C242,P15,213.98,2023-06-05,Electronics
C451,P8,350.38,2023-04-23,Home & Garden
C265,P39,48.0,2023-05-14,Beauty
C490,P30,163.29,2023-05-24,Clothing
C440,P38,214.4,2023-05-13,Sports
C387,P38,170.57,2023-09-28,Sports
C453,P50,458.5,2023-05-25,Home & Garden
C455,P14,234.49,2023-01-01,Sports
C180,P25,270.66,2023-06-09,Sports
C24,P50,261.65,2023-03-22,Home & Garden
C353,P47,93.6,2023-08-17,Sports
C288,P24,271.1,2023-02-27,Clothing
C173,P1,79.38,2023-08-09,Home & Garden
C80,P31,31.91,2023-09-02,Beauty
C228,P10,41.58,2023-02-04,Electronics
C200,P4,224.34,2023-09-04,Electronics
C272,P44,185.47,2023-05-18,Electronics
C40,P21,462.47,2023-10-26,Beauty
C93,P14,129.6,2023-08-02,Sports
C68,P34,406.68,2023-09-17,Clothing
C393,P43,352.09,2023-11-22,Beauty
C210,P8,95.9,2023-11-18,Home & Garden
C275,P26,318.68,2023-06-30,Beauty
C475,P9,377.98,2023-11-09,Sports
C319,P9,462.9,2023-10-15,Sports
C317,P27,314.38,2023-10-23,Electronics
C493,P37,219.87,2023-08-29,Home & Garden
C49,P2,282.43,2023-02-19,Sports
C185,P49,55.5,2023-09-30,Sports
C294,P8,318.62,2023-03-30,Home & Garden
C326,P29,282.15,2023-11-20,Electronics
C24,P5,16.16,2023-08-02,Sports
C42,P17,47.96,2023-09-14,Home & Garden
C499,P7,332.2,2023-10-23,Electronics
C388,P7,22.81,2023-03-24,Electronics
C222,P44,426.52,2023-05-20,Electronics
C195,P7,260.39,2023-08-21,Electronics
C227,P47,223.12,2023-02-16,Sports
C441,P40,219.38,2023-05-20,Beauty
C462,P28,119.52,2023-11-12,Sports
C219,P35,395.14,2023-05-08,Home & Garden
C25,P41,434.77,2023-12-05,Beauty
C263,P28,347.67,2023-06-16,Sports
C488,P18,266.84,2023-06-25,Home & Garden
C184,P7,141.53,2023-07-04,Electronics
C141,P19,206.67,2023-08-23,Clothing
C336,P49,165.55,2023-07-22,Sports
C141,P44,158.15,2023-07-17,Electronics
C206,P15,239.08,2023-10-27,Electronics
C108,P8,286.24,2023-07-16,Home & Garden
C249,P47,166.4,2023-11-25,Sports
C362,P21,227.85,2023-06-28,Beauty
C373,P12,204.03,2023-02-22,Home & Garden
C84,P46,379.05,2023-11-24,Clothing
C264,P35,332.64,2023-02-19,Home & Garden
C405,P26,106.76,2023-10-15,Beauty
C387,P42,393.98,2023-09-06,Clothing
C470,P2,222.0,2023-03-26,Sports
C483,P11,160.37,2023-07-09,Electronics
C437,P30,238.17,2023-10-08,Clothing
C202,P4,51.68,2023-03-13,Electronics
C153,P22,16.74,2023-08-08,Electronics
C475,P12,363.66,2023-11-25,Home & Garden
C448,P7,230.27,2023-10-19,Electronics
C376,P17,200.41,2023-02-21,Home & Garden
C273,P44,207.16,2023-06-28,Electronics
C361,P21,288.03,2023-08-17,Beauty
C471,P38,184.39,2023-11-22,Sports
C138,P48,36.96,2023-07-08,Home & Garden
C401,P33,194.97,2023-08-30,Home & Garden
C220,P20,80.16,2023-01-13,Clothing
C464,P40,357.82,2023-06-30,Beauty
C419,P36,209.73,2023-02-22,Beauty
C146,P27,490.46,2023-01-15,Electronics
C113,P25,283.04,2023-02-18,Sports
C197,P13,237.77,2023-06-21,Sports
C111,P19,271.65,2023-12-18,Clothing
C80,P19,35.72,2023-01-25,Clothing
C122,P28,454.41,2023-03-05,Sports
C188,P45,251.72,2023-06-06,Home & Garden
C478,P19,386.11,2023-03-28,Clothing
C106,P14,14.75,2023-07-12,Sports
C211,P49,377.74,2023-11-01,Sports
C79,P22,238.29,2023-12-14,Electronics
C189,P3,31.22,2023-06-14,Electronics
C108,P4,231.42,2023-01-13,Electronics
C112,P47,349.44,2023-05-26,Sports
C420,P19,245.14,2023-06-30,Clothing
C229,P1,286.09,2023-03-05,Home & Garden
C269,P30,393.9,2023-04-29,Clothing
C99,P47,342.55,2023-04-07,Sports
C285,P19,220.94,2023-07-24,Clothing
C428,P46,257.01,2023-10-21,Clothing
C9,P15,467.38,2023-12-06,Electronics
C364,P25,231.96,2023-09-07,Sports
C38,P10,496.44,2023-12-12,Electronics
C131,P16,298.3,2023-08-11,Clothing
C296,P24,458.13,2023-05-13,Clothing
C439,P47,38.32,2023-05-31,Sports
C468,P39,35.92,2023-09-25,Beauty
C206,P49,149.66,2023-09-12,Sports
C500,P50,171.81,2023-12-15,Home & Garden
C95,P46,283.44,2023-09-29,Clothing
C153,P6,229.93,2023-01-23,Home & Garden
C497,P18,459.99,2023-07-08,Home & Garden
C498,P22,389.92,2023-12-09,Electronics
C342,P17,111.13,2023-01-21,Home & Garden
C116,P30,451.26,2023-09-23,Clothing
C151,P1,39.14,2023-01-08,Home & Garden
C265,P19,202.47,2023-09-25,Clothing
C362,P33,238.38,2023-03-12,Home & Garden
C382,P38,349.98,2023-01-15,Sports
C374,P20,290.48,2023-07-30,Clothing
C225,P37,143.1,2023-07-29,Home & Garden
C53,P30,49.6,2023-05-31,Clothing
C285,P48,393.38,2023-06-17,Home & Garden
C316,P15,355.27,2023-09-06,Electronics
C432,P12,329.61,2023-03-19,Home & Garden
C446,P33,291.54,2023-06-07,Home & Garden
C186,P31,191.3,2023-09-19,Beauty
C228,P29,169.17,2023-04-14,Electronics
C310,P42,485.97,2023-05-06,Clothing
C14,P29,312.14,2023-12-19,Electronics
C349,P28,369.59,2023-01-04,Sports
C32,P4,78.34,2023-12-10,Electronics
C211,P26,423.6,2023-05-18,Beauty
C289,P6,459.92,2023-08-27,Home & Garden
C32,P33,62.05,2023-01-05,Home & Garden
C485,P45,486.94,2023-02-24,Home & Garden
C174,P24,85.71,2023-02-28,Clothing
C169,P10,97.22,2023-08-09,Electronics
C44,P49,273.67,2023-02-11,Sports
C141,P7,459.4,2023-07-18,Electronics
C1,P14,439.69,2023-03-11,Sports
C169,P11,346.0,2023-07-08,Electronics
C345,P50,215.24,2023-01-14,Home & Garden
C284,P36,453.15,2023-02-15,Beauty
C29,P29,193.29,2023-11-18,Electronics
C119,P17,369.35,2023-11-30,Home & Garden
C410,P40,229.59,2023-10-26,Beauty
C283,P36,11.73,2023-08-19,Beauty
C241,P18,270.65,2023-12-06,Home & Garden
C113,P8,439.51,2023-09-26,Home & Garden
C186,P6,64.85,2023-04-08,Home & Garden
C356,P41,138.49,2023-03-08,Beauty
C106,P38,294.49,2023-12-12,Sports
C197,P48,166.96,2023-10-06,Home & Garden
C486,P16,320.23,2023-08-20,Clothing
C299,P22,313.45,2023-11-23,Electronics
C116,P4,56.1,2023-06-06,Electronics
C494,P49,199.59,2023-11-06,Sports
C116,P9,17.04,2023-12-25,Sports
C282,P46,257.6,2023-05-03,Clothing
C11,P38,429.39,2023-01-23,Sports
C231,P42,204.83,2023-03-01,Clothing
C425,P35,417.97,2023-08-31,Home & Garden
C264,P12,424.95,2023-08-27,Home & Garden
C51,P45,212.65,2023-03-10,Home & Garden
C123,P3,355.13,2023-03-14,Electronics
C485,P8,72.48,2023-10-18,Home & Garden
C92,P38,150.85,2023-04-03,Sports
C407,P43,482.46,2023-04-27,Beauty
C312,P25,123.88,2023-01-20,Sports
C43,P35,256.11,2023-08-17,Home & Garden
C282,P43,237.19,2023-02-22,Beauty
C307,P17,233.49,2023-11-19,Home & Garden
C428,P40,202.44,2023-06-15,Beauty
C15,P50,301.66,2023-11-17,Home & Garden
C36,P7,280.36,2023-11-12,Electronics
C349,P31,240.65,2023-10-20,Beauty
C234,P42,130.77,2023-06-27,Clothing
C209,P32,164.55,2023-06-08,Clothing
C185,P14,35.03,2023-07-22,Sports
C61,P39,133.03,2023-02-14,Beauty
C287,P36,112.24,2023-08-20,Beauty
C125,P36,317.79,2023-10-01,Beauty
C474,P25,68.56,2023-01-12,Sports
C426,P43,60.4,2023-09-19,Beauty
C256,P45,46.93,2023-11-17,Home & Garden
C95,P5,451.98,2023-06-29,Sports
C87,P33,329.67,2023-01-02,Home & Garden
C198,P11,179.13,2023-05-25,Electronics
C149,P34,266.19,2023-07-15,Clothing
C352,P45,484.4,2023-06-13,Home & Garden
C221,P50,392.58,2023-07-17,Home & Garden
C161,P13,403.64,2023-10-10,Sports
C41,P35,77.73,2023-09-01,Home & Garden
C229,P24,183.42,2023-07-15,Clothing
C7,P19,212.53,2023-05-09,Clothing
C69,P20,338.75,2023-09-30,Clothing
C299,P32,476.69,2023-01-30,Clothing
C427,P43,35.53,2023-03-07,Beauty
C77,P42,226.44,2023-07-02,Clothing
C437,P45,307.43,2023-04-24,Home & Garden
C189,P23,443.07,2023-09-25,Home & Garden
C8,P31,191.97,2023-01-25,Beauty
C61,P1,180.68,2023-10-20,Home & Garden
C100,P7,92.38,2023-01-30,Electronics
C197,P28,275.99,2023-12-07,Sports
C40,P1,274.65,2023-08-02,Home & Garden
C220,P16,307.08,2023-10-23,Clothing
C335,P31,284.7,2023-11-27,Beauty
C18,P18,102.96,2023-12-27,Home & Garden
C159,P50,115.33,2023-12-18,Home & Garden
C170,P24,181.29,2023-05-20,Clothing
C101,P14,451.05,2023-02-03,Sports
C289,P45,461.71,2023-09-26,Home & Garden
C360,P6,93.81,2023-05-05,Home & Garden
C349,P32,282.53,2023-12-21,Clothing
C16,P14,104.28,2023-11-09,Sports
C358,P45,429.66,2023-06-25,Home & Garden
C132,P2,234.92,2023-03-10,Sports
C148,P5,450.34,2023-05-23,Sports
C342,P32,196.45,2023-07-28,Clothing
C59,P5,330.54,2023-02-09,Sports
C57,P10,320.69,2023-01-10,Electronics
C422,P10,267.36,2023-11-16,Electronics
C299,P25,326.27,2023-03-04,Sports
C38,P8,30.11,2023-05-01,Home & Garden
C432,P33,157.04,2023-10-01,Home & Garden
C22,P41,53.63,2023-05-24,Beauty
C419,P27,337.1,2023-01-23,Electronics
C176,P50,124.55,2023-01-23,Home & Garden
C73,P29,254.21,2023-11-02,Electronics
C334,P32,246.04,2023-11-22,Clothing
C253,P47,405.52,2023-11-23,Sports
C474,P20,407.14,2023-04-22,Clothing
C260,P33,425.9,2023-06-17,Home & Garden
C496,P50,69.08,2023-01-18,Home & Garden
C41,P8,28.88,2023-04-19,Home & Garden
C291,P21,377.51,2023-02-07,Beauty
C260,P22,305.24,2023-06-25,Electronics
C392,P36,311.76,2023-08-08,Beauty
C215,P20,304.74,2023-02-15,Clothing
C89,P3,332.23,2023-05-11,Electronics
C395,P30,152.73,2023-01-07,Clothing
C110,P22,485.82,2023-03-01,Electronics
C436,P24,293.72,2023-07-27,Clothing
C104,P2,462.35,2023-08-01,Sports
C399,P43,249.13,2023-02-21,Beauty
C443,P25,131.08,2023-08-28,Sports
C452,P3,160.63,2023-08-21,Electronics
C51,P45,369.87,2023-11-15,Home & Garden
C66,P12,339.17,2023-06-26,Home & Garden
C357,P35,456.53,2023-04-22,Home & Garden
C478,P13,247.59,2023-02-01,Sports
C416,P9,395.06,2023-06-09,Sports
C90,P19,268.86,2023-11-19,Clothing
C266,P20,466.2,2023-02-09,Clothing
C18,P38,257.97,2023-02-25,Sports
C63,P35,309.36,2023-09-22,Home & Garden
C277,P43,459.81,2023-07-11,Beauty
C37,P10,266.11,2023-06-27,Electronics
C410,P49,213.64,2023-11-27,Sports
C488,P12,183.47,2023-08-30,Home & Garden
C310,P30,488.34,2023-09-30,Clothing
C177,P20,35.95,2023-11-10,Clothing
C251,P2,92.1,2023-12-01,Sports
C183,P30,404.95,2023-10-12,Clothing
C9,P29,182.56,2023-08-26,Electronics
C76,P49,70.68,2023-10-06,Sports
C292,P36,152.67,2023-05-01,Beauty
C2,P48,425.34,2023-01-03,Home & Garden
C391,P37,16.29,2023-03-05,Home & Garden
C376,P32,144.68,2023-02-13,Clothing
C134,P3,191.94,2023-09-11,Electronics
C299,P49,268.79,2023-05-25,Sports
C17,P8,299.1,2023-07-16,Home & Garden
C415,P21,463.25,2023-09-30,Beauty
C254,P50,201.38,2023-05-08,Home & Garden
C377,P7,78.65,2023-02-27,Electronics
C263,P17,98.44,2023-11-16,Home & Garden
C214,P20,141.05,2023-02-20,Clothing
C307,P18,54.65,2023-05-25,Home & Garden
C500,P30,44.65,2023-09-23,Clothing
C124,P24,43.31,2023-08-23,Clothing
C449,P4,415.54,2023-10-30,Electronics
C292,P27,192.17,2023-02-25,Electronics
C472,P39,166.44,2023-09-13,Beauty
C175,P32,78.17,2023-01-07,Clothing
C60,P1,292.02,2023-04-19,Home & Garden
C244,P5,377.52,2023-05-28,Sports
C167,P23,490.08,2023-01-16,Home & Garden
C218,P5,302.93,2023-11-16,Sports
C416,P30,459.93,2023-10-17,Clothing
C492,P23,420.68,2023-06-24,Home & Garden
C189,P50,477.42,2023-02-17,Home & Garden
C426,P31,281.64,2023-10-29,Beauty
C68,P10,226.23,2023-06-14,Electronics
C259,P35,136.85,2023-03-29,Home & Garden
C121,P41,456.54,2023-10-13,Beauty
C307,P39,49.86,2023-12-15,Beauty
C437,P42,19.89,2023-11-17,Clothing
C335,P23,123.4,2023-10-24,Home & Garden
C324,P8,194.5,2023-11-14,Home & Garden
C453,P44,446.58,2023-10-05,Electronics
C451,P45,209.02,2023-12-21,Home & Garden
C358,P34,298.13,2023-02-27,Clothing
C354,P37,115.65,2023-11-01,Home & Garden
C215,P28,438.94,2023-10-20,Sports
C342,P1,247.26,2023-10-24,Home & Garden
C455,P12,383.46,2023-06-18,Home & Garden
C471,P7,436.02,2023-07-05,Electronics
C102,P16,49.18,2023-02-13,Clothing
C199,P4,319.26,2023-02-05,Electronics
C272,P41,247.22,2023-05-26,Beauty
C240,P14,65.67,2023-01-31,Sports
C299,P5,138.04,2023-09-30,Sports
C136,P47,308.45,2023-08-09,Sports
C23,P15,445.51,2023-02-01,Electronics
C391,P13,281.64,2023-05-27,Sports
C166,P27,237.41,2023-05-03,Electronics
C66,P25,74.04,2023-05-31,Sports
C54,P43,166.22,2023-04-22,Beauty
C96,P37,328.9,2023-12-01,Home & Garden
C30,P2,63.75,2023-02-19,Sports
C182,P11,361.26,2023-12-23,Electronics
C44,P41,494.57,2023-04-22,Beauty
C423,P48,101.95,2023-10-10,Home & Garden
C215,P39,453.28,2023-09-11,Beauty
C99,P41,337.05,2023-06-15,Beauty
C274,P36,316.54,2023-05-26,Beauty
C371,P49,162.99,2023-01-19,Sports
C75,P28,32.61,2023-06-08,Sports
C309,P50,298.08,2023-05-31,Home & Garden
C343,P7,497.07,2023-09-04,Electronics
C32,P14,467.82,2023-07-07,Sports
C357,P3,206.79,2023-12-12,Electronics
C246,P4,191.69,2023-11-07,Electronics
C137,P4,107.86,2023-11-20,Electronics
